AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Premis Desc,Weapon Desc,Status Desc,LOCATION,Cross Street,Month
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",44.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,600 N  HILL                         ST,,05
Central,BURGLARY FROM VEHICLE,60.0,F,PARKING LOT,,Invest Cont,400 E  COMMERCIAL                   ST,,05
Central,BATTERY - SIMPLE ASSAULT,19.0,M,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 W  3RD                          ST,,05
Central,BATTERY - SIMPLE ASSAULT,54.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  6TH                          ST,,05
Central,VEHICLE - STOLEN,,,PARKING LOT,,Invest Cont,600 N  HILL                         ST,,05
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,35.0,F,SIDEWALK,VERBAL THREAT,Adult Other,5TH,SPRING,05
Central,BATTERY - SIMPLE ASSAULT,50.0,M,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,6TH,TOWNE,05
Central,OTHER MISCELLANEOUS CRIME,,F,POLICE FACILITY,,Adult Arrest,200 E  6TH                          ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),15.0,F,HIGH SCHOOL,,Invest Cont,400 N  GRAND                        AV,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,05
Central,BURGLARY FROM VEHICLE,21.0,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,600 N  HILL                         ST,,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43.0,F,SIDEWALK,,Invest Cont,1800    INDUSTRIAL                   ST,,05
Central,BATTERY - SIMPLE ASSAULT,19.0,F,HOSPITAL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1400 S  GRAND                        AV,,05
Central,BATTERY - SIMPLE ASSAULT,23.0,F,HOSPITAL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1400 S  GRAND                        AV,,05
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,33.0,M,OTHER BUSINESS,VERBAL THREAT,Invest Cont,100 N  HILL                         ST,,05
Central,BATTERY - SIMPLE ASSAULT,35.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  MAIN                         ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28.0,M,RESTAURANT/FAST FOOD,,Invest Cont,800 W  OLYMPIC                      BL,,05
Central,THEFT OF IDENTITY,36.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,300 E  2ND                          ST,,05
Central,ROBBERY,60.0,M,SIDEWALK,HAND GUN,Invest Cont,500 S  LOS ANGELES                  ST,,05
Central,BATTERY - SIMPLE ASSAULT,40.0,F,NIGHT CLUB (OPEN EVENINGS ONLY),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  OLYMPIC                      BL,,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,CHERRY,CHICK HEARN,05
Central,BURGLARY FROM VEHICLE,25.0,M,PARKING LOT,,Invest Cont,800 W  OLYMPIC                      BL,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52.0,M,OTHER BUSINESS,,Invest Cont,6TH                          ST,GRAND                        AV,05
Central,BURGLARY FROM VEHICLE,23.0,M,STREET,,Invest Cont,1200    LILAC                        TR,,05
Central,BURGLARY FROM VEHICLE,51.0,M,PARKING LOT,,Invest Cont,11TH                         ST,CHERRY                       ST,05
Central,BURGLARY FROM VEHICLE,25.0,M,PARKING LOT,,Invest Cont,CHERRY                       AV,PICO                         AV,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),36.0,F,SIDEWALK,,Invest Cont,500 S  LOS ANGELES                  ST,,05
Central,BATTERY - SIMPLE ASSAULT,54.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,WALL                         ST,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1300    WILLOW                       ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),21.0,M,PARKING LOT,,Invest Cont,500 S  MAIN                         ST,,05
Central,ROBBERY,23.0,M,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,6TH                          ST,SAN PEDRO,05
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),31.0,M,STREET,,Invest Cont,900    CENTENNIAL                   ST,,05
Central,TRESPASSING,,M,PARK/PLAYGROUND,,Invest Cont,FLOWER,6TH                          ST,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),,M,CLOTHING STORE,,Adult Arrest,400 S  BROADWAY,,05
Central,BURGLARY FROM VEHICLE,34.0,M,STREET,,Invest Cont,1200 S  LOS ANGELES                  ST,,05
Central,INTIMATE PARTNER - SIMPLE ASSAULT,22.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  FLOWER                       ST,,05
Central,ROBBERY,48.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,WALL,05
Central,BATTERY - SIMPLE ASSAULT,43.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1300 S  BROADWAY,,05
Central,BATTERY - SIMPLE ASSAULT,52.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,WALL                         ST,05
Devonshire,BURGLARY FROM VEHICLE,37.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,9700    ZELZAH                       AV,,08
Central,BATTERY - SIMPLE ASSAULT,54.0,F,BUS-CHARTER/PRIVATE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1ST                          ST,SPRING                       ST,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,MAIN,LEROY,05
Central,BRANDISH WEAPON,38.0,F,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,CESAR E CHAVEZ,BAUCHET,05
Central,SHOTS FIRED AT INHABITED DWELLING,37.0,M,OTHER RESIDENCE,HAND GUN,Invest Cont,100 S  LOS ANGELES                  ST,,05
Central,BATTERY - SIMPLE ASSAULT,27.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,300 S  HEWITT                       ST,,05
Central,ROBBERY,63.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,5TH,WALL,05
Central,BATTERY - SIMPLE ASSAULT,42.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,LOS ANGELES                  ST,6TH                          ST,05
Central,BURGLARY FROM VEHICLE,54.0,M,STREET,,Invest Cont,4TH                          ST,OLIVE,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),23.0,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),,M,PARKING LOT,,Invest Cont,1000 W  SUNSET                       BL,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),47.0,F,SIDEWALK,,Invest Cont,200 N  MAIN                         ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),38.0,M,SIDEWALK,,Adult Arrest,11TH,FIGUEROA,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),30.0,M,DRUG STORE,,Invest Cont,500 S  BROADWAY,,05
Central,BATTERY WITH SEXUAL CONTACT,23.0,F,OTHER STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  BROADWAY,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,1600 S  HILL                         ST,,05
Central,VIOLATION OF RESTRAINING ORDER,44.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,500 S  SAN PEDRO                    ST,,05
Central,BATTERY - SIMPLE ASSAULT,57.0,M,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 E  5TH                          ST,,05
Central,BATTERY - SIMPLE ASSAULT,27.0,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100 S  FIGUEROA                     ST,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,900    YALE                         ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",55.0,M,STREET,,Invest Cont,500 S  SAN PEDRO                    ST,,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32.0,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,600    LILAC                        TR,,05
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,STREET,,Invest Cont,MAPLE,11TH                         ST,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),,M,SIDEWALK,,Adult Other,MAPLE,8TH                          ST,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),40.0,F,TRANSPORTATION FACILITY (AIRPORT),,Adult Arrest,300 E  5TH                          ST,,05
Newton,INTIMATE PARTNER - AGGRAVATED ASSAULT,41.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,900 S  WALL                         ST,,05
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,45.0,M,OTHER BUSINESS,,Invest Cont,1300 S  MAIN                         ST,,05
Central,BATTERY - SIMPLE ASSAULT,35.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  5TH                          ST,,05
Central,BATTERY - SIMPLE ASSAULT,38.0,F,OTHER PREMISE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,BROADWAY,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,1000 S  FLOWER                       ST,,05
Newton,BURGLARY FROM VEHICLE,36.0,M,STREET,,Invest Cont,WALL,11TH                         ST,05
Central,THEFT OF IDENTITY,41.0,F,SINGLE FAMILY DWELLING,,Invest Cont,200 N  LOS ANGELES                  ST,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,LOS ANGELES,OLYMPIC,05
Central,"THEFT, PERSON",34.0,F,SIDEWALK,,Invest Cont,4TH                          ST,HILL                         ST,05
Central,SHOTS FIRED AT INHABITED DWELLING,46.0,M,HOTEL,HAND GUN,Invest Cont,700    MAIN                         ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,M,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,Invest Cont,100 S  LOS ANGELES                  ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),55.0,F,OTHER PREMISE,,Invest Cont,800 N  BUCKERHILL                   AV,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,M,OTHER/OUTSIDE,,Invest Cont,1100 S  FIGUEROA                     ST,,05
Central,BURGLARY,46.0,M,OTHER BUSINESS,,Invest Cont,300 E  2ND                          ST,,05
Central,INTIMATE PARTNER - SIMPLE ASSAULT,33.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1100 S  GRAND                        AV,,05
Central,BURGLARY,27.0,M,OTHER BUSINESS,,Invest Cont,1100    SANTEE                       ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),41.0,M,OTHER BUSINESS,,Invest Cont,700 S  FLOWER                       ST,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57.0,M,SIDEWALK,OTHER FIREARM,Invest Cont,7TH                          ST,MAIN                         ST,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40.0,M,OTHER BUSINESS,,Invest Cont,800 W  7TH                          ST,,05
Central,BURGLARY FROM VEHICLE,23.0,M,STREET,,Invest Cont,LILAC                        TR,ELYSIAN PARK,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,200 W  4TH                          ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),34.0,M,SIDEWALK,,Invest Cont,5TH,WALL,05
Central,BOMB SCARE,46.0,M,HOTEL,VERBAL THREAT,Invest Cont,500 S  GRAND                        AV,,05
Central,BATTERY - SIMPLE ASSAULT,24.0,F,CLOTHING STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  12TH                         ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52.0,M,JEWELRY STORE,,Invest Cont,600 S  HILL                         ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),19.0,F,LIBRARY,,Invest Cont,900 S  GRAND                        AV,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39.0,F,HOTEL,,Invest Cont,500 S  GRAND                        AV,,05
Central,BATTERY - SIMPLE ASSAULT,25.0,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,OLYMPIC,SANTEE,05
Central,DISTURBING THE PEACE,9.0,M,STREET,,Invest Cont,200 N  SPRING                       ST,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,STADIUM                      WY,ELYSIAN PARK,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),30.0,F,OTHER BUSINESS,,Invest Cont,500 S  BROADWAY,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,COLLEGE,FIGUEROA,05
Central,VIOLATION OF COURT ORDER,25.0,F,"TERMINAL, OTHER THAN MTA",,Invest Cont,800 N  ALAMEDA                      ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,1300 S  HOPE                         ST,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34.0,F,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1200 E  7TH                          ST,,05
Central,ROBBERY,51.0,M,GAS STATION,REVOLVER,Invest Cont,1500 S  MAIN                         ST,,05
Central,BATTERY - SIMPLE ASSAULT,22.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500 S  BROADWAY,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,1200 E  7TH                          ST,,05
Central,BATTERY - SIMPLE ASSAULT,24.0,M,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 S  HILL                         ST,,05
Central,BATTERY - SIMPLE ASSAULT,28.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,6TH,WALL,05
Central,BURGLARY,30.0,M,SINGLE FAMILY DWELLING,,Invest Cont,100 W  7TH                          ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),49.0,M,OTHER PREMISE,,Invest Cont,400 E  6TH                          ST,,05
Central,BATTERY - SIMPLE ASSAULT,42.0,M,SIDEWALK,BOTTLE,Invest Cont,7TH,BROADWAY,05
Central,BATTERY - SIMPLE ASSAULT,38.0,M,OFFICE BUILDING/OFFICE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 S  SAN PEDRO                    ST,,05
Central,INTIMATE PARTNER - SIMPLE ASSAULT,27.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,500    CERES                        AV,,05
Central,INTIMATE PARTNER - SIMPLE ASSAULT,48.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 S  OLIVE                        ST,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,18TH                         ST,MAPLE                        ST,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),56.0,M,SIDEWALK,,Invest Cont,200 W  6TH                          ST,,05
Central,BURGLARY FROM VEHICLE,27.0,F,GARAGE/CARPORT,,Invest Cont,900    EVERETT                      ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25.0,F,RESTAURANT/FAST FOOD,,Invest Cont,7TH                          ST,FIGUEROA,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),52.0,M,HOTEL,,Invest Cont,500 E  6TH                          ST,,05
Central,BRANDISH WEAPON,51.0,M,SIDEWALK,SEMI-AUTOMATIC PISTOL,Invest Cont,4TH,HILL,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",37.0,M,STREET,,Invest Cont,3RD,BROADWAY,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33.0,F,OTHER RESIDENCE,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,800    JAMES M WOOD                 BL,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32.0,M,OTHER RESIDENCE,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,800    JAMES M WOOD                 BL,,05
Central,ROBBERY,23.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,6TH,SAN JULIAN,05
Central,OTHER MISCELLANEOUS CRIME,,M,SINGLE FAMILY DWELLING,,Adult Other,200 E  6TH                          ST,,05
Central,INTIMATE PARTNER - SIMPLE ASSAULT,17.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 E  6TH                          ST,,05
Central,THEFT OF IDENTITY,41.0,M,SINGLE FAMILY DWELLING,,Invest Cont,500    SOLANO                       AV,,05
Central,THEFT OF IDENTITY,55.0,M,OTHER BUSINESS,,Invest Cont,100 E  9TH                          ST,,05
Central,BATTERY WITH SEXUAL CONTACT,17.0,F,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600 S  OLIVE                        ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),55.0,M,OTHER BUSINESS,,Invest Cont,700 N  BROADWAY,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),36.0,F,SIDEWALK,,Invest Cont,5TH,MAPLE                        AV,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",66.0,M,OTHER BUSINESS,,Invest Cont,700 S  LOS ANGELES                  ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),60.0,F,LIBRARY,,Invest Cont,600 W  5TH                          ST,,05
Central,BURGLARY FROM VEHICLE,38.0,F,STREET,,Invest Cont,500 S  BROADWAY,,05
Central,ROBBERY,79.0,M,JEWELRY STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,700 S  BROADWAY,,05
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,22.0,F,HOSPITAL,VERBAL THREAT,Adult Arrest,GRAND                        AV,PICO                         BL,05
Central,BURGLARY,31.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,700 W  OLYMPIC                      BL,,05
Central,VEHICLE - STOLEN,,,PARKING LOT,,Invest Cont,800 N  HILL                         ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",33.0,M,OTHER BUSINESS,,Invest Cont,500 W  5TH                          ST,,05
Central,BATTERY - SIMPLE ASSAULT,29.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SPRING,6TH                          ST,05
Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,STREET,,Invest Cont,CESAR E CHAVEZ               BL,VIGNES                       ST,05
Central,BATTERY - SIMPLE ASSAULT,42.0,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 S  LOS ANGELES                  ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),51.0,M,OTHER BUSINESS,,Invest Cont,400 S  FLOWER                       ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",67.0,M,HOTEL,,Invest Cont,500 S  GRAND                        AV,,05
Central,OTHER MISCELLANEOUS CRIME,,F,STREET,,Invest Cont,800    BARTLETT                     ST,,05
Central,VEHICLE - STOLEN,,,STREET,,Invest Cont,12TH                         ST,MAPLE                        AV,05
Central,BATTERY - SIMPLE ASSAULT,43.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  1ST                          ST,,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),44.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,600    WALL                         ST,,05
Central,BURGLARY FROM VEHICLE,24.0,F,STREET,,Invest Cont,1800 S  FIGUEROA                     ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,900 S  HILL                         ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,700 W  OLYMPIC                      BL,,05
Central,BURGLARY FROM VEHICLE,39.0,F,PARKING LOT,,Invest Cont,900    FIGUEROA                     TR,,05
Central,BURGLARY FROM VEHICLE,26.0,F,PARKING UNDERGROUND/BUILDING,,Invest Cont,700 S  GRAND                        AV,,05
Central,THEFT OF IDENTITY,24.0,M,SINGLE FAMILY DWELLING,,Invest Cont,500 S  SPRING                       ST,,05
Central,BATTERY WITH SEXUAL CONTACT,19.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,GRAND                        AV,WASHINGTON,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34.0,M,PARKING LOT,,Invest Cont,100 W  2ND                          ST,,05
Central,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",48.0,M,OTHER BUSINESS,,Invest Cont,500 N  FIGUEROA                     ST,,05
Central,BURGLARY FROM VEHICLE,40.0,M,STREET,,Invest Cont,800 N  BEAUDRY                      AV,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",23.0,F,PARKING LOT,,Invest Cont,4TH                          ST,GRAND                        AV,05
Central,BATTERY - SIMPLE ASSAULT,34.0,M,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 N  GRAND                        AV,,05
Central,VIOLATION OF RESTRAINING ORDER,25.0,F,OFFICE BUILDING/OFFICE,,Invest Cont,700 S  LOS ANGELES                  ST,,05
Central,BATTERY - SIMPLE ASSAULT,43.0,F,HOSPITAL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1400 S  GRAND                        AV,,05
Central,ROBBERY,20.0,F,JEWELRY STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 E  12TH                         ST,,05
Central,ROBBERY,35.0,M,OTHER PREMISE,OTHER CUTTING INSTRUMENT,Invest Cont,300 S  BROADWAY,,05
Central,BATTERY - SIMPLE ASSAULT,19.0,F,"TERMINAL, OTHER THAN MTA","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 N  ALAMEDA                      ST,,05
Central,OTHER MISCELLANEOUS CRIME,42.0,M,ALLEY,,Invest Cont,1100    MAPLE                        AV,,05
Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",26.0,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,LOS ANGELES                  ST,05
Central,BATTERY - SIMPLE ASSAULT,54.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5TH                          ST,LOS ANGELES                  ST,05
Central,THEFT PLAIN - PETTY ($950 & UNDER),,M,DEPARTMENT STORE,,Invest Cont,700 W  7TH                          ST,,05
Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27.0,M,ALLEY,,Invest Cont,1700 S  LOS ANGELES                  ST,,05
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31.0,F,OTHER BUSINESS,,Invest Cont,800    WILSHIRE                     BL,,05
Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",19.0,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,GRAND,OLYMPIC,05
Central,CRIMINAL THREATS - NO WEAPON DISPLAYED,45.0,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Invest Cont,600 S  SAN PEDRO                    ST,,05
Central,ATTEMPTED ROBBERY,47.0,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7TH,SAN JULIAN,05
Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,40.0,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,400 E  7TH                          ST,,05
Central,BATTERY WITH SEXUAL CONTACT,55.0,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,9TH,SANTEE,05
Central,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",37.0,M,OTHER BUSINESS,,Invest Cont,300 S  FIGUEROA                     ST,,05
Central,DOCUMENT FORGERY / STOLEN FELONY,62.0,M,OTHER BUSINESS,,Invest Cont,200 S  SANTA FE                     AV,,05
Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,19.0,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1100    SANTEE                       ST,,05
